AG01 – Qual é o curso do(a) estudante?,AG02 – Qual período o(a) estudante estuda?,AG03 – Qual é o sexo biológico do(a) estudante?,"AG04 – O(a) estudante se sente confortável em se identificar com alguma etnia ou grupo étnico específico? Se sim, qual? ",AG05 – Qual foi a sua menção no último Integradão?,"AB01 – Quantas horas de sono, em média, o(a) estudante tem por noite?",AB02 – Quantas refeições o(a) estudante faz por dia?,AB03 – Quantas porções de frutas ou legumes o(a) estudante consome em média por dia?,"AB04 – Quantas vezes por semana o(a) estudante costuma comer alimentos como fast food (alimento ultra processado, hambúrguer, batata frita, etc.)?",AB05 – Quantas vezes por semana o(a) estudante consome refrigerante ou outras bebidas gaseificadas doces?,AB06 – Quantas vezes por semana o(a) estudante pratica atividades físicas ou exercícios? ,"AB07 – O(a) estudante tem alguma condição de saúde pré-existente (como alergias, asma, problemas de visão, etc.) que afeta sua rotina diária? ","AB08 – O(a) estudante tem algum hábito que prejudica sua saúde, como fumar ou consumir álcool ou substâncias ilícitas? ","AP01 – Quantas horas por dia o(a) estudante usa telas (computadores, celulares, etc.) para lazer ou recreação (não contando com o tempo das atividades escolares)?",AP02 – O(a) estudante se organiza para fazer as suas tarefas? Como? Ele(a) tem algum tipo de agenda?,AP03 – Quantas horas por dia o(a) estudante dedica ao estudo em casa (fora do horário escolar)?,AP04 – Como o(a) estudante descreveria seu nível de motivação para estudar? O(a) estudante se sente entusiasmado ou desmotivado em relação à escola? ,"AP05 – O(a) estudante sente que tem um bom equilíbrio entre sua vida escolar e sua vida pessoal? O que, se algum, é mais desafiador para o(a) estudante (escola, relações pessoais, atividades de lazer)? ","AP06 – Quando o(a) estudante enfrenta dificuldades ou problemas, o(a) estudante procura ajuda de alguém (familiares, amigos, professores)? ","AP07 – O(a) estudante acredita que a escola oferece recursos suficientes para apoiar sua saúde mental, como acompanhamento psicológico ou grupos de apoio?",AS01 – O(a) estudante é supervisionado pelos seus responsáveis ou o(a) estudante fica sozinho em casa durante o dia?,"AS02 – Quantas horas por dia o(a) estudante costuma ajudar nas tarefas domésticas (limpeza, organização, etc.)?","AS03 – Com quem o(a) estudante mora atualmente? (Exemplo: mãe, pai, avós, padrasto, etc.)","AS04 – Quantas pessoas moram na sua casa, contando com o(a) estudante?",AS05 – Qual é a renda familiar total (de todos que trabalham na sua casa)?,AS06 – Qual a distância entre sua casa e a escola? O(a) estudante usa transporte público ou outro meio para ir até lá?,"AS07 – Como o(a) estudante descreveria o apoio social que o(a) estudante tem em casa (família, amigos)? Isso afeta a motivação para estudar e sua saúde mental? ","AS08 – O(a) estudante sente que suas condições financeiras afetam diretamente seu acesso a materiais e recursos para estudar (como livros, internet ou até mesmo uma alimentação adequada)?"
2 – Desenvolvimento de Sistemas,1 – Manhã,2 – Masculino,5 – Preto,4,1 – Até 5 horas,3 – Três,1 – Uma,1 – Uma,5 – Mais de Cinco,4 – Quatro,0 – Não tem nenhuma,0 – Nenhum,5 – Mais de Cinco,"1 – Sim, me organizo mentalmente",0 – Nenhuma,0 – Nenhuma motivação,2 – Tem equilíbrio e desafio maior é a escola,1 – Procuro a ajuda dos meus familiares,0 – A escola não oferece nenhum recurso,1 – O estudante é parcialmente supervisionado (algumas horas por dia),2 – Duas,1 – Pai e mãe,4 – Quatro,3 – Três salários mínimos,3 – Mora a 10km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,2 – Masculino,4 – Pardo,4,4 – 9 horas,3 – Três,2 – Duas,1 – Uma,2 – Duas,3 – Três,1 – Sim e não afeta a minha rotina escolar,0 – Nenhum,4 – Quatro,"1 – Sim, me organizo mentalmente",1 – Uma,1 – Um pouco de motivação,3 – Tem equilíbrio e desafio maior são as relações pessoais,2 – Procuro a ajuda dos meus amigos,2 – A escola oferece recursos suficientes,1 – O estudante é parcialmente supervisionado (algumas horas por dia),1 – Uma,1 – Pai e mãe,4 – Quatro,3 – Três salários mínimos,2 – Mora a 5km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,2 – As minhas condições financeiras afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,2 – Masculino,5 – Preto,4,1 – Até 5 horas,5 – Mais de Cinco,5 – Mais de Cinco,2 – Duas,3 – Três,3 – Três,0 – Não tem nenhuma,0 – Nenhum,2 – Duas,"1 – Sim, me organizo mentalmente",2 – Duas,1 – Um pouco de motivação,3 – Tem equilíbrio e desafio maior são as relações pessoais,4 – Procuro a ajuda de outras pessoas,1 – A escola oferece recursos insuficientes,0 – O estudante fica sozinho em casa a maior parte do dia,3 – Três,1 – Pai e mãe,4 – Quatro,4 – Quatro salários mínimos,1 – Mora perto e vai a pé para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 – Desenvolvimento de Sistemas,2 – Tarde,2 – Masculino,2 – Branco,4,2 – 7 horas,5 – Mais de Cinco,2 – Duas,1 – Uma,0 – Nenhuma,5 – Mais de Cinco,2 – Sim e afeta a minha rotina escolar,0 – Nenhum,5 – Mais de Cinco,"1 – Sim, me organizo mentalmente",2 – Duas,1 – Um pouco de motivação,2 – Tem equilíbrio e desafio maior é a escola,4 – Procuro a ajuda de outras pessoas,0 – A escola não oferece nenhum recurso,1 – O estudante é parcialmente supervisionado (algumas horas por dia),2 – Duas,2 – Pai (Mãe) e Madrasta (Padrasto),4 – Quatro,4 – Quatro salários mínimos,1 – Mora perto e vai a pé para a escola,4 – Tem apoio dos amigos e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,1 – Feminino,2 – Branco,2,3 – 8 horas,2 – Duas,2 – Duas,1 – Uma,2 – Duas,0 – Nenhuma,0 – Não tem nenhuma,0 – Nenhum,1 – Uma,"1 – Sim, me organizo mentalmente",4 – Quatro,1 – Um pouco de motivação,2 – Tem equilíbrio e desafio maior é a escola,2 – Procuro a ajuda dos meus amigos,0 – A escola não oferece nenhum recurso,0 – O estudante fica sozinho em casa a maior parte do dia,5 – Mais de Cinco,4 – Só Mãe,2 – Duas,2 – Dois salários mínimos,2 – Mora a 5km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,1 – Feminino,2 – Branco,3,3 – 8 horas,4 – Quatro,1 – Uma,2 – Duas,3 – Três,5 – Mais de Cinco,0 – Não tem nenhuma,0 – Nenhum,5 – Mais de Cinco,"1 – Sim, me organizo mentalmente",1 – Uma,1 – Um pouco de motivação,3 – Tem equilíbrio e desafio maior são as relações pessoais,0 – Não procuro ajuda de ninguém,1 – A escola oferece recursos insuficientes,0 – O estudante fica sozinho em casa a maior parte do dia,2 – Duas,0 – Mora Sozinho,1 – Uma,2 – Dois salários mínimos,1 – Mora perto e vai a pé para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,1 – Feminino,5 – Preto,3,4 – 9 horas,4 – Quatro,3 – Três,2 – Duas,1 – Uma,4 – Quatro,1 – Sim e não afeta a minha rotina escolar,0 – Nenhum,5 – Mais de Cinco,"1 – Sim, me organizo mentalmente",,0 – Nenhuma motivação,2 – Tem equilíbrio e desafio maior é a escola,1 – Procuro a ajuda dos meus familiares,0 – A escola não oferece nenhum recurso,1 – O estudante é parcialmente supervisionado (algumas horas por dia),3 – Três,4 – Só Mãe,3 – Três,4 – Quatro salários mínimos,3 – Mora a 10km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,1 – Feminino,4 – Pardo,4,2 – 7 horas,4 – Quatro,2 – Duas,1 – Uma,0 – Nenhuma,5 – Mais de Cinco,0 – Não tem nenhuma,0 – Nenhum,3 – Três,"1 – Sim, me organizo mentalmente",2 – Duas,2 – Muita Motivação,2 – Tem equilíbrio e desafio maior é a escola,1 – Procuro a ajuda dos meus familiares,1 – A escola oferece recursos insuficientes,1 – O estudante é parcialmente supervisionado (algumas horas por dia),2 – Duas,1 – Pai e mãe,4 – Quatro,1 – Um salário mínimo,1 – Mora perto e vai a pé para a escola,2 – Não tem nenhum apoio e isso interfere positivamente em sua rotina,2 – As minhas condições financeiras afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,1 – Feminino,2 – Branco,3,1 – Até 5 horas,3 – Três,0 – Nenhuma,0 – Nenhuma,5 – Mais de Cinco,3 – Três,0 – Não tem nenhuma,0 – Nenhum,1 – Uma,0 – Não tenho nenhuma organização,0 – Nenhuma,0 – Nenhuma motivação,0 – Nenhum equilíbrio,0 – Não procuro ajuda de ninguém,0 – A escola não oferece nenhum recurso,0 – O estudante fica sozinho em casa a maior parte do dia,0 – Nenhuma,0 – Mora Sozinho,1 – Uma,1 – Um salário mínimo,1 – Mora perto e vai a pé para a escola,1 – Não tem nenhum apoio e isso interfere negativamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,2 – Masculino,0 – Não me sinto confortável para responder,5,3 – 8 horas,5 – Mais de Cinco,1 – Uma,1 – Uma,4 – Quatro,5 – Mais de Cinco,1 – Sim e não afeta a minha rotina escolar,0 – Nenhum,1 – Uma,"1 – Sim, me organizo mentalmente",1 – Uma,0 – Nenhuma motivação,2 – Tem equilíbrio e desafio maior é a escola,0 – Não procuro ajuda de ninguém,1 – A escola oferece recursos insuficientes,1 – O estudante é parcialmente supervisionado (algumas horas por dia),2 – Duas,2 – Pai (Mãe) e Madrasta (Padrasto),4 – Quatro,2 – Dois salários mínimos,1 – Mora perto e vai a pé para a escola,4 – Tem apoio dos amigos e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,2 – Masculino,4 – Pardo,4,3 – 8 horas,3 – Três,1 – Uma,1 – Uma,1 – Uma,0 – Nenhuma,0 – Não tem nenhuma,0 – Nenhum,5 – Mais de Cinco,"1 – Sim, me organizo mentalmente",1 – Uma,1 – Um pouco de motivação,2 – Tem equilíbrio e desafio maior é a escola,2 – Procuro a ajuda dos meus amigos,1 – A escola oferece recursos insuficientes,0 – O estudante fica sozinho em casa a maior parte do dia,3 – Três,1 – Pai e mãe,5 – Cinco ou mais,2 – Dois salários mínimos,2 – Mora a 5km e vai com algum tipo de transporte para a escola,4 – Tem apoio dos amigos e isso interfere positivamente em sua rotina,2 – As minhas condições financeiras afetam o acesso a materiais e recursos para estudar
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 – Administração,2 – Tarde,1 – Feminino,4 – Pardo,4,2 – 7 horas,3 – Três,2 – Duas,0 – Nenhuma,2 – Duas,1 – Uma,0 – Não tem nenhuma,0 – Nenhum,3 – Três,"2 – Sim, tenho agenda",3 – Três,2 – Muita Motivação,0 – Nenhum equilíbrio,2 – Procuro a ajuda dos meus amigos,1 – A escola oferece recursos insuficientes,2 – O estudante é totalmente supervisionado (todo o dia),2 – Duas,"5 – Outra pessoa (Avós, tios, etc)",4 – Quatro,2 – Dois salários mínimos,2 – Mora a 5km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,2 – As minhas condições financeiras afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,2 – Masculino,1 – Asiático,2,2 – 7 horas,2 – Duas,1 – Uma,1 – Uma,0 – Nenhuma,0 – Nenhuma,0 – Não tem nenhuma,0 – Nenhum,5 – Mais de Cinco,0 – Não tenho nenhuma organização,0 – Nenhuma,0 – Nenhuma motivação,1 – Tem equilíbrio e nenhum desafio,0 – Não procuro ajuda de ninguém,0 – A escola não oferece nenhum recurso,1 – O estudante é parcialmente supervisionado (algumas horas por dia),3 – Três,2 – Pai (Mãe) e Madrasta (Padrasto),2 – Duas,4 – Quatro salários mínimos,3 – Mora a 10km e vai com algum tipo de transporte para a escola,2 – Não tem nenhum apoio e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,2 – Masculino,1 – Asiático,5,1 – Até 5 horas,3 – Três,2 – Duas,3 – Três,2 – Duas,2 – Duas,0 – Não tem nenhuma,0 – Nenhum,5 – Mais de Cinco,"1 – Sim, me organizo mentalmente",0 – Nenhuma,0 – Nenhuma motivação,0 – Nenhum equilíbrio,0 – Não procuro ajuda de ninguém,0 – A escola não oferece nenhum recurso,2 – O estudante é totalmente supervisionado (todo o dia),5 – Mais de Cinco,4 – Só Mãe,5 – Cinco ou mais,2 – Dois salários mínimos,3 – Mora a 10km e vai com algum tipo de transporte para a escola,5 – Tem apoio da escola e isso interfere positivamente em sua rotina,2 – As minhas condições financeiras afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,1 – Feminino,2 – Branco,3,3 – 8 horas,2 – Duas,2 – Duas,1 – Uma,1 – Uma,0 – Nenhuma,0 – Não tem nenhuma,0 – Nenhum,3 – Três,"1 – Sim, me organizo mentalmente",1 – Uma,0 – Nenhuma motivação,2 – Tem equilíbrio e desafio maior é a escola,2 – Procuro a ajuda dos meus amigos,1 – A escola oferece recursos insuficientes,1 – O estudante é parcialmente supervisionado (algumas horas por dia),2 – Duas,1 – Pai e mãe,4 – Quatro,1 – Um salário mínimo,4 – Mora a 15km e vai com algum tipo de transporte para a escola,2 – Não tem nenhum apoio e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,1 – Feminino,5 – Preto,4,3 – 8 horas,4 – Quatro,0 – Nenhuma,3 – Três,2 – Duas,5 – Mais de Cinco,1 – Sim e não afeta a minha rotina escolar,0 – Nenhum,5 – Mais de Cinco,"2 – Sim, tenho agenda",2 – Duas,1 – Um pouco de motivação,1 – Tem equilíbrio e nenhum desafio,1 – Procuro a ajuda dos meus familiares,0 – A escola não oferece nenhum recurso,0 – O estudante fica sozinho em casa a maior parte do dia,3 – Três,4 – Só Mãe,2 – Duas,1 – Um salário mínimo,2 – Mora a 5km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,2 – Masculino,4 – Pardo,4,5 – Mais de 10 horas,3 – Três,2 – Duas,1 – Uma,3 – Três,4 – Quatro,0 – Não tem nenhuma,0 – Nenhum,4 – Quatro,"1 – Sim, me organizo mentalmente",3 – Três,1 – Um pouco de motivação,1 – Tem equilíbrio e nenhum desafio,1 – Procuro a ajuda dos meus familiares,1 – A escola oferece recursos insuficientes,1 – O estudante é parcialmente supervisionado (algumas horas por dia),3 – Três,1 – Pai e mãe,4 – Quatro,3 – Três salários mínimos,4 – Mora a 15km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
2 – Desenvolvimento de Sistemas,2 – Tarde,1 – Feminino,4 – Pardo,4,2 – 7 horas,3 – Três,1 – Uma,1 – Uma,0 – Nenhuma,1 – Uma,1 – Sim e não afeta a minha rotina escolar,,2 – Duas,"2 – Sim, tenho agenda",2 – Duas,0 – Nenhuma motivação,3 – Tem equilíbrio e desafio maior são as relações pessoais,3 –  Procuro a ajuda dos meus professores,2 – A escola oferece recursos suficientes,1 – O estudante é parcialmente supervisionado (algumas horas por dia),2 – Duas,1 – Pai e mãe,4 – Quatro,3 – Três salários mínimos,5 – Mora a mais de 20km da escola,4 – Tem apoio dos amigos e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,2 – Masculino,5 – Preto,3,3 – 8 horas,3 – Três,4 – Quatro,1 – Uma,2 – Duas,5 – Mais de Cinco,0 – Não tem nenhuma,0 – Nenhum,5 – Mais de Cinco,"1 – Sim, me organizo mentalmente",3 – Três,1 – Um pouco de motivação,2 – Tem equilíbrio e desafio maior é a escola,0 – Não procuro ajuda de ninguém,1 – A escola oferece recursos insuficientes,1 – O estudante é parcialmente supervisionado (algumas horas por dia),2 – Duas,1 – Pai e mãe,3 – Três,3 – Três salários mínimos,2 – Mora a 5km e vai com algum tipo de transporte para a escola,2 – Não tem nenhum apoio e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,2 – Masculino,2 – Branco,3,2 – 7 horas,4 – Quatro,2 – Duas,1 – Uma,1 – Uma,5 – Mais de Cinco,0 – Não tem nenhuma,0 – Nenhum,4 – Quatro,0 – Não tenho nenhuma organização,2 – Duas,1 – Um pouco de motivação,4 – Tem equilíbrio e desafio maior são as atividades de lazer,0 – Não procuro ajuda de ninguém,1 – A escola oferece recursos insuficientes,0 – O estudante fica sozinho em casa a maior parte do dia,5 – Mais de Cinco,1 – Pai e mãe,5 – Cinco ou mais,2 – Dois salários mínimos,3 – Mora a 10km e vai com algum tipo de transporte para a escola,2 – Não tem nenhum apoio e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,1 – Feminino,0 – Não me sinto confortável para responder,1,2 – 7 horas,4 – Quatro,1 – Uma,0 – Nenhuma,1 – Uma,0 – Nenhuma,0 – Não tem nenhuma,0 – Nenhum,2 – Duas,"2 – Sim, tenho agenda",0 – Nenhuma,1 – Um pouco de motivação,0 – Nenhum equilíbrio,0 – Não procuro ajuda de ninguém,0 – A escola não oferece nenhum recurso,1 – O estudante é parcialmente supervisionado (algumas horas por dia),1 – Uma,1 – Pai e mãe,4 – Quatro,1 – Um salário mínimo,1 – Mora perto e vai a pé para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,2 – As minhas condições financeiras afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,2 – Masculino,2 – Branco,4,3 – 8 horas,4 – Quatro,2 – Duas,0 – Nenhuma,3 – Três,5 – Mais de Cinco,0 – Não tem nenhuma,0 – Nenhum,3 – Três,"2 – Sim, tenho agenda",2 – Duas,2 – Muita Motivação,3 – Tem equilíbrio e desafio maior são as relações pessoais,1 – Procuro a ajuda dos meus familiares,2 – A escola oferece recursos suficientes,2 – O estudante é totalmente supervisionado (todo o dia),5 – Mais de Cinco,1 – Pai e mãe,4 – Quatro,2 – Dois salários mínimos,2 – Mora a 5km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,2 – Masculino,4 – Pardo,2,2 – 7 horas,3 – Três,1 – Uma,1 – Uma,0 – Nenhuma,5 – Mais de Cinco,0 – Não tem nenhuma,0 – Nenhum,3 – Três,"2 – Sim, tenho agenda",2 – Duas,1 – Um pouco de motivação,3 – Tem equilíbrio e desafio maior são as relações pessoais,0 – Não procuro ajuda de ninguém,1 – A escola oferece recursos insuficientes,1 – O estudante é parcialmente supervisionado (algumas horas por dia),5 – Mais de Cinco,1 – Pai e mãe,5 – Cinco ou mais,3 – Três salários mínimos,2 – Mora a 5km e vai com algum tipo de transporte para a escola,4 – Tem apoio dos amigos e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,2 – Masculino,4 – Pardo,3,1 – Até 5 horas,2 – Duas,2 – Duas,0 – Nenhuma,1 – Uma,2 – Duas,1 – Sim e não afeta a minha rotina escolar,0 – Nenhum,5 – Mais de Cinco,0 – Não tenho nenhuma organização,0 – Nenhuma,0 – Nenhuma motivação,1 – Tem equilíbrio e nenhum desafio,0 – Não procuro ajuda de ninguém,0 – A escola não oferece nenhum recurso,0 – O estudante fica sozinho em casa a maior parte do dia,3 – Três,4 – Só Mãe,3 – Três,1 – Um salário mínimo,1 – Mora perto e vai a pé para a escola,4 – Tem apoio dos amigos e isso interfere positivamente em sua rotina,2 – As minhas condições financeiras afetam o acesso a materiais e recursos para estudar
1 – Administração,2 – Tarde,2 – Masculino,4 – Pardo,2,3 – 8 horas,3 – Três,1 – Uma,1 – Uma,1 – Uma,3 – Três,0 – Não tem nenhuma,0 – Nenhum,3 – Três,0 – Não tenho nenhuma organização,1 – Uma,1 – Um pouco de motivação,3 – Tem equilíbrio e desafio maior são as relações pessoais,0 – Não procuro ajuda de ninguém,0 – A escola não oferece nenhum recurso,0 – O estudante fica sozinho em casa a maior parte do dia,2 – Duas,3 – Só Pai,4 – Quatro,2 – Dois salários mínimos,3 – Mora a 10km e vai com algum tipo de transporte para a escola,3 – Tem  apoio da família e isso interfere positivamente em sua rotina,1 – As minhas condições financeiras não afetam o acesso a materiais e recursos para estudar
